Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
LW,Andrew Ladd (14310262),Andrew Ladd,14310262,W/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,NYI,1.5
RW,Oliver Wahlstrom (14310264),Oliver Wahlstrom,14310264,W/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,NYI,2.08
RW,Travis St. Denis (14310266),Travis St. Denis,14310266,W/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,NYI,0
RW,Joshua Ho-Sang (14310268),Joshua Ho-Sang,14310268,W/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,NYI,0
RW,Simon Holmstrom (14310270),Simon Holmstrom,14310270,W/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,NYI,0
D,Noah Dobson (14310492),Noah Dobson,14310492,D/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,NYI,3.97
D,Calle Rosen (14310502),Calle Rosen,14310502,D/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,COL,3.94
D,Kevin Connauton (14310504),Kevin Connauton,14310504,D/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,COL,4.3
D,Anton Lindholm (14310506),Anton Lindholm,14310506,D/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,COL,4
D,Mark Alt (14310508),Mark Alt,14310508,D/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,COL,0
D,Seth Helgeson (14310550),Seth Helgeson,14310550,D/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,NYI,0
D,Sebastian Aho (14310552),Sebastian Aho,14310552,D/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,NYI,0
D,Thomas Hickey (14310554),Thomas Hickey,14310554,D/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,NYI,0
C,Dominic Toninato (14309856),Dominic Toninato,14309856,C/UTIL,2500,FLA@ANH 02/19/2020 10:00PM ET,FLA,3.74
C,Denis Malgin (14309868),Denis Malgin,14309868,C/UTIL,2500,FLA@ANH 02/19/2020 10:00PM ET,FLA,4.62
C,Ryan Kesler (14309878),Ryan Kesler,14309878,C/UTIL,2500,FLA@ANH 02/19/2020 10:00PM ET,ANH,0
C,Aleksi Saarela (14309880),Aleksi Saarela,14309880,C/UTIL,2500,FLA@ANH 02/19/2020 10:00PM ET,FLA,1.93
C,Brian Boyle (14309888),Brian Boyle,14309888,C/UTIL,2500,FLA@ANH 02/19/2020 10:00PM ET,FLA,5.98
C,Sam Carrick (14309914),Sam Carrick,14309914,C/UTIL,2500,FLA@ANH 02/19/2020 10:00PM ET,ANH,5.88
C,Isac Lundestrom (14309916),Isac Lundestrom,14309916,C/UTIL,2500,FLA@ANH 02/19/2020 10:00PM ET,ANH,3.03
C,Chase De Leo (14309918),Chase De Leo,14309918,C/UTIL,2500,FLA@ANH 02/19/2020 10:00PM ET,ANH,1.5
C,Antoine Morand (14309920),Antoine Morand,14309920,C/UTIL,2500,FLA@ANH 02/19/2020 10:00PM ET,ANH,0
C,Andrew Poturalski (14309922),Andrew Poturalski,14309922,C/UTIL,2500,FLA@ANH 02/19/2020 10:00PM ET,ANH,0
C,Justin Kloos (14309924),Justin Kloos,14309924,C/UTIL,2500,FLA@ANH 02/19/2020 10:00PM ET,ANH,0
C,Henrik Borgstrom (14309940),Henrik Borgstrom,14309940,C/UTIL,2500,FLA@ANH 02/19/2020 10:00PM ET,FLA,1.12
C,Rodrigo Abols (14309942),Rodrigo Abols,14309942,C/UTIL,2500,FLA@ANH 02/19/2020 10:00PM ET,FLA,0
C,Aleksi Heponiemi (14309944),Aleksi Heponiemi,14309944,C/UTIL,2500,FLA@ANH 02/19/2020 10:00PM ET,FLA,0
RW,Carter Rowney (14310158),Carter Rowney,14310158,W/UTIL,2500,FLA@ANH 02/19/2020 10:00PM ET,ANH,3.90
